apartment_sale_PSF_PPU_mean,apartment_sale_PricePerLandSqFt_mean,apartment_sale_PSF_PPU_median,apartment_sale_PricePerLandSqFt_median,office_sale_PSF_PPU_mean,office_sale_PricePerLandSqFt_mean,office_sale_PSF_PPU_median,office_sale_PricePerLandSqFt_median,apartment_refinance_PSF_PPU_mean,apartment_refinance_PricePerLandSqFt_mean,apartment_refinance_PSF_PPU_median,apartment_refinance_PricePerLandSqFt_median,office_ref_PSF_PPU_mean,office_ref_PricePerLandSqFt_mean,office_ref_PSF_PPU_median,office_ref_PricePerLandSqFt_median,fips
380050.5,287.917,380050.5,287.917,309.648,81.3769,309.648,81.3769,,,,,,,,,6085512027
288318.7667,487.2608333,323850,351.8021,,,,,,,,,,,,,6085512036
175174.8,125.9734,175174.8,125.9734,,,,,192307.7,138.2942,192307.7,138.2942,,,,,6085512042
200000,101.8182,200000,101.8182,,,,,126800.01,51.954425,125344.85,41.11135,,,,,6085512043
365509.3,362.4885,365509.3,362.4885,,,,,,,,,,,,,6085512052
288768.1,152.4717,288768.1,152.4717,,,,,271756.95,119.1387,271756.95,119.1387,149.8127,62.0455,149.8127,62.0455,6085512313
197867,86.8353,197867,86.8353,,,,,104864.9,34.2587,104864.9,34.2587,,,,,6085512506
155681.8,120.9649,155681.8,120.9649,247.0588333,301.3128667,229.4118,279.7905,286458.3333,160.8774,265625,185.6803,,,,,6085512603
98039.22333,43.85276667,83823.53,37.4941,,,,,,,,,,,,,6095250200
110426.47,461.88215,110426.47,461.88215,,,,,188157.9,109.0646,188157.9,109.0646,,,,,6095250900
208333.3,238.0952,208333.3,238.0952,,,,,,,,,,,,,6095251000
121984.8275,67.178525,121793.75,65.5667,,,,,,,,,,,,,6095251400
110618.265,70.0169,110618.265,70.0169,100.7151,19.1042,100.7151,19.1042,,,,,167.8585,31.8404,167.8585,31.8404,6095251802
157807.5,52.6947,157807.5,52.6947,,,,,,,,,,,,,6095251901
129972.2,52.7524,129972.2,52.7524,,,,,140000,79.652,140000,79.652,,,,,6095252313
191098.5,87.3436,191098.5,87.3436,,,,,109375,58.3648,109375,58.3648,,,,,6095252314
201886.8,81.472,201886.8,81.472,,,,,,,,,,,,,6095252316
264375,136.38685,264375,136.38685,149.1026,40.66106667,130.4663,37.1901,288500,148.8326,288500,148.8326,,,,,6095252401
122347.8,85.5033,122347.8,85.5033,,,,,,,,,224.5061,0.0037,224.5061,0.0037,6095252501
141212.1333,70.3145,133636.4,69.2949,199.3885,32.4256,199.3885,32.4256,,,,,,,,,6095252604
145053.952,110.78472,142105.3,81.1734,,,,,,,,,,,,,6095252605
110314.8,77.71318333,108655.75,80.91275,592.0115,33.1202,592.0115,33.1202,,,,,,,,,6095252606
111111.1,54.9451,111111.1,54.9451,,,,,128500,54.3021,128500,54.3021,,,,,6095252607
75291.63,29.3027,75291.63,29.3027,,,,,159196.7,61.04715,159196.7,61.04715,,,,,6095252608
106250,60.4405,106250,60.4405,,,,,,,,,,,,,6095252611
149364.55,75.1548,149364.55,75.1548,,,,,163041.7,82.0366,163041.7,82.0366,,,,,6095252704
223195.9,123.79,223195.9,123.79,,,,,205750,95.34125,205750,95.34125,,,,,6095252908
91304.35,25.3734,91304.35,25.3734,,,,,175000,79.7512,175000,79.7512,,,,,6095252910
99517.54333,35.4015,103906.3,36.8751,,,,,195044.64,86.93372,188452.4,97.8769,,,,,6095253105
173148.1,84.5098,173148.1,84.5098,,,,,,,,,,,,,6095253106
125103.844,60.73056,97368.42,49.1551,,,,,154861.95,81.5477,154861.95,81.5477,,,,,6095253107
130952.4,86.4923,130952.4,86.4923,110.9296,42.7656,110.9296,42.7656,,,,,,,,,6095253203
136273.45,64.745775,132076.7,66.1178,590.43655,159.01815,590.43655,159.01815,,,,,,,,,6095253204
110902.8167,83.04733333,100990.1,46.6454,,,,,127777.8,59.662,127777.8,59.662,,,,,6095253404
171632,77.073525,172500,70.0517,363.8755,260.18365,363.8755,260.18365,212500,122.94885,212500,122.94885,422.5203,216.4619,422.5203,216.4619,6097150204
216220.95,95.7193,216220.95,95.7193,,,,,,,,,,,,,6097150305
35256.41,10.7917,35256.41,10.7917,,,,,284285.6667,122.7009667,267857,71.5797,,,,,6097150603
293699.2,102.9247,293699.2,102.9247,,,,,,,,,,,,,6097150611
269233.6,200.971,269233.6,200.971,150.2802,79.6737,150.2802,79.6737,265217.4,195.8583,265217.4,195.8583,226.2924,470.1779,226.2924,470.1779,6097150701
76442.3,553.0512,76442.3,553.0512,,,,,121127.15,401.4576,121127.15,401.4576,,,,,6097150901
204228.7,103.2049,204228.7,103.2049,,,,,185000,61.2974,185000,61.2974,,,,,6097151203
222982.0333,105.9073333,223529.4,97.6763,,,,,,,,,,,,,6097151204
184396.278,94.49704,197409.1,86.9381,,,,,407714.3,214.1132,407714.3,214.1132,,,,,6097151301
171372.26,47.9728,204228.7,43.3041,113.78415,29.7125,133.03705,35.15165,175593.9875,135.8670125,159203.8,64.01265,178.125,40.8919,178.125,40.8919,6097151305
240025.2667,95.99756667,244318.2,92.6566,,,,,,,,,,,,,6097151306
283856.8,122.95105,283856.8,122.95105,,,,,160550.21,74.6701,157638.9,56.3852,,,,,6097151402
189620.4,213.6441333,193437.5,145.0056,,,,,165376.2543,70.71458571,156250,70.8868,321.1009,69.8686,321.1009,69.8686,6097151700
188815.75,132.83495,188815.75,132.83495,275.9812,63.07815,275.9812,63.07815,,,,,,,,,6097151800
207142.85,203.8005,207142.85,203.8005,,,,,,,,,,,,,6097151900
152033.3,80.5432,152033.3,80.5432,307.5568455,253.1328818,237.2168,175.7195,266764.12,583.98628,282658.2,468.3196,212.5482333,198.5452667,202.3004,208.6998,6097152000
108695.6,112.5315,108695.6,112.5315,259.2680333,73.62506667,176.5936,88.0559,179656.8667,186.5299667,176470.6,189.0563,,,,,6097152100
218764.8,162.2491,221153.8,147.437,,,,,151839.8,192.0836,151839.8,192.0836,,,,,6097152201
161562.5,73.82025,161562.5,73.82025,,,,,212545.0333,111.0157333,187500,100.5416,,,,,6097152202
330000,134.0837,330000,134.0837,78.7639,35.6031,78.7639,35.6031,213475.2,121.2282,213475.2,121.2282,314.8479,420.8754,314.8479,420.8754,6097152203
197857.1667,77.53333333,208571.4,77.0365,,,,,197368.4,88.0695,197368.4,88.0695,,,,,6097152502
164350.3975,132.45655,176710.5,127.6031,,,,,99441.52714,72.53152857,104875,61.8934,,,,,6097152802
230769.2,79.0102,230769.2,79.0102,,,,,237357.4,95.117725,234407.25,91.7841,,,,,6097152905
188558.2,94.38143333,174285.7,100.8998,141.76215,96.247,141.76215,96.247,266180.0778,175.6094111,217333.3,171.2402,207.5335,95.6526,207.5335,95.6526,6097153001
112946.4,61.5266,112946.4,61.5266,150.75645,302.049575,155.1162,47.36165,,,,,,,,,6097153002
205574.9,101.1542,205574.9,101.1542,,,,,,,,,,,,,6097153003
168437.5,122.3392,168437.5,122.3392,119.4006,40.4216,119.4006,40.4216,,,,,,,,,6097153006
148863.6,57.8336,148863.6,57.8336,,,,,,,,,,,,,6097153102
97812.73,71.4902,81818.18,61.9835,92.8259,24.1449,92.8259,24.1449,181774.6,88.89165,164801.9,89.629,,,,,6097153104
221875,120.8778,221875,120.8778,,,,,277777.8,152.9239,277777.8,152.9239,,,,,6097153809
165805.9,60.06295,165805.9,60.06295,,,,,304761.9,193.8337,304761.9,193.8337,,,,,6097153902
,,,,198.0983,400.2134,198.0983,400.2134,126725.9,83.6249,126725.9,83.6249,,,,,6001401700
,,,,399.9016,307.7652,399.9016,307.7652,,,,,,,,,6001404502
,,,,105.0102,42.0227,105.0102,42.0227,,,,,192.1543,77.8198,192.1543,77.8198,6001408600
,,,,194.91335,68.45545,194.91335,68.45545,,,,,,,,,6001410000
,,,,239.993625,186.375575,217.5455,147.339,517241.4,1204.819,517241.4,1204.819,219.0084,348.21048,217.0677,193.129,6001422000
,,,,654.2056,225.77,654.2056,225.77,392156.9,571.4286,392156.9,571.4286,,,,,6001422100
,,,,104.4309,192.9286,104.4309,192.9286,,,,,154.6551,285.7143,154.6551,285.7143,6001423901
,,,,609.9129,606.9914,609.9129,606.9914,180645.15,302.4856,180645.15,302.4856,,,,,6001428100
,,,,173.47785,49.29545,178.80115,41.38735,,,,,,,,,6001428301
,,,,161.555,68.33796667,126.419,54.8724,,,,,128.999,55.9923,128.999,55.9923,6001428700
,,,,207.656,78.46525,207.656,78.46525,,,,,,,,,6001431000
,,,,275.1328,151.6222,275.1328,151.6222,208997.275,165.7545,211538.45,190.37275,,,,,6001432502
,,,,123.994,32.3494,123.994,32.3494,,,,,139.5845,121.1057,139.5845,121.1057,6001437000
,,,,183.9511,32.1281,183.9511,32.1281,,,,,,,,,6001438000
,,,,165.82705,223.743,165.82705,223.743,,,,,,,,,6001440301
,,,,225.70825,96.50975,225.70825,96.50975,269788.8,152.2129,276631.45,158.867,,,,,6001441927
,,,,164.895525,56.18475,174.6406,42.49815,,,,,200.6823,103.2823,200.6823,103.2823,6001444602
,,,,250.9336286,117.3140429,210.5152,118.0638,,,,,187.37405,94.94045,187.37405,94.94045,6001450602
,,,,226.4157,73.50075,203.01645,79.8233,,,,,189.2715,84.4753,199.3657,97.8277,6001450603
,,,,270.9044,61.4356,270.9044,61.4356,,,,,,,,,6001450746
,,,,114.2901,15.3046,114.2901,15.3046,338571.45,233.17285,338571.45,233.17285,222.8630333,75.15933333,273.1714,104.3547,6001451602
,,,,226.4528083,326.117675,229.1018,234.4594,,,,,145.71295,78.49165,145.71295,78.49165,6001983200
,,,,107.1472,64.8147,107.1472,64.8147,,,,,98.6717,59.6878,98.6717,59.6878,6013307204
,,,,145.4869158,85.05455789,158.6171,59.5921,240000,102.3745,240000,102.3745,169.97675,53.19323333,176.8907,46.21855,6013327000
,,,,154.46465,78.7209,154.46465,78.7209,,,,,,,,,6013337300
,,,,169.2030538,83.066,122.1357,41.3597,,,,,218.94436,83.1623,178.508,64.2923,6013338201
,,,,530.7664,150.111725,417.5704,117.07885,,,,,,,,,6013338301
,,,,376.2443,159.0718,376.2443,159.0718,163983,0.0029,163983,0.0029,,,,,6013343001
,,,,215.8115,123.2084333,229.2777,136.5284,,,,,,,,,6013345105
,,,,187.7139,67.458275,195.2064,62.92995,239623.2,152.4083,239623.2,152.4083,160.6745,78.92345,160.6745,78.92345,6013345108
,,,,269.15445,119.9755333,191.08995,71.89385,230769.2,108.272,230769.2,108.272,231.602,58.3361,231.602,58.3361,6013345202
,,,,310.2268,185.0552,310.2268,185.0552,,,,,,,,,6013346204
,,,,436.7011,164.59255,436.7011,164.59255,,,,,,,,,6013353002
,,,,606.2446,215.1034,606.2446,215.1034,,,,,,,,,6013355109
,,,,264.2065667,214.5329333,280.8989,222.3944,,,,,363.49825,391.0506,363.49825,391.0506,6013355113
,,,,179.8349,65.1549,179.8349,65.1549,155304.5,113.1775,155304.5,113.1775,,,,,6013359103
,,,,252.9637,115.2696,252.9637,115.2696,164271.8,175.617,164271.8,175.617,259.7482,120.4529,259.7482,120.4529,6013380000
,,,,114.2647,35.5831,114.2647,35.5831,,,,,221.1574,68.8705,221.1574,68.8705,6013392300
,,,,261.9382,143.8688,261.9382,143.8688,273464.4,145.7057,273464.4,145.7057,,,,,6041103200
,,,,249.53825,119.38065,249.53825,119.38065,250000,48.9746,250000,48.9746,35.6864,6.8475,35.6864,6.8475,6041104102
,,,,244.371875,62.888925,239.29435,43.0508,,,,,263.94815,80.7836,263.94815,80.7836,6041108100
,,,,371.3467,89.6387,371.3467,89.6387,148517.99,97.86065,148517.99,97.86065,,,,,6041112100
,,,,481.9721,1102.776967,510.391,232.1144,488285.1,610.7626,488285.1,610.7626,319.4598333,140.0620333,322.9216,151.2131,6041121200
,,,,380.06148,232.03984,372.8224,221.1494,418431.4,796.5203667,461176.5,819.8872,211.01995,142.2746,211.01995,142.2746,6041130202
,,,,337.4836,190.6842,337.4836,190.6842,147058.8,68.7331,147058.8,68.7331,,,,,6055200201
,,,,483.3385667,278.3902333,519.4441,188.5062,205882.4,283.6535,205882.4,283.6535,,,,,6055200202
,,,,292.1414,573.9116,292.1414,573.9116,,,,,365.9819,922.4259667,343.4748,904.3478,6055200503
,,,,247.3376,120.1408,247.3376,120.1408,138461.5,79.9787,138461.5,79.9787,,,,,6055200602
,,,,337.6848,81.1407,337.6848,81.1407,36918.75,7.6614,36918.75,7.6614,227.2899,81.0241,227.2899,81.0241,6055201601
,,,,281.79255,98.3728,281.79255,98.3728,,,,,410.3833,1448.90875,410.3833,1448.90875,6055201602
,,,,713.3947667,1619.357567,561.0219,1110.289,419580.4,2055.836,419580.4,2055.836,634.4097333,1135.559667,675.3761,1110.289,6075017700
,,,,389.63555,564.07145,389.63555,564.07145,,,,,,,,,6075030900
,,,,556.74145,98.5068,556.74145,98.5068,,,,,,,,,6075980900
,,,,342.0189333,295.3171,310.2981,304.4128,,,,,,,,,6081600600
,,,,124.6261,300,124.6261,300,,,,,,,,,6081601200
,,,,562.7292,892.75805,562.7292,892.75805,238750,222.577,238750,222.577,,,,,6081601603
,,,,337.8397,223.4545667,379.2083,236,,,,,671.8062,538.5838,671.8062,538.5838,6081601604
,,,,414.45302,235.01286,393.98345,215.3526,318750,318.3521,318750,318.3521,660.0441,1760.459,660.0441,1760.459,6081602300
,,,,351.804575,307.83465,349.6699,265.0735,299864.8,432.6941,299864.8,432.6941,461.1412,748.5926,461.1412,748.5926,6081605000
,,,,729.5707333,1013.883017,780.20905,683.1452,237500,277.7778,237500,277.7778,637.974175,1090.14435,653.2831,579.28805,6081606300
,,,,439.1253,351.815775,483.42585,312.3121,,,,,312.79515,256.9262667,331.55165,211.6144,6081606600
,,,,379.17808,164.75864,364.0482,163.883,,,,,,,,,6081606700
,,,,518.521,178.6981,518.521,178.6981,,,,,,,,,6081606800
,,,,471.11535,185.1271,471.11535,185.1271,527735.9,464.1707,527735.9,464.1707,354.922,117.712,354.922,117.712,6081608200
,,,,422.9185875,194.4010375,432.6128,178.95775,,,,,1166.402,1151.172,1166.402,1151.172,6081609100
,,,,490.7797333,302.4220222,511.4825,268.0681,,,,,403.4515,145.9719,414.8821,112.1906,6081610304
,,,,145.5556,60.1469,145.5556,60.1469,,,,,170,70.2479,170,70.2479,6081611800
,,,,1632.553333,585.0059,1802.632,538.7833,454545.5,175.6913,454545.5,175.6913,342.6566,93.58623333,333.2223,101.7888,6081613000
,,,,1051.4405,371.2334,1038.2511,379.60325,288888.9,266.3552,288888.9,266.3552,984.456,419.4038,984.456,419.4038,6081613900
,,,,598.9521,321.2650333,598.1848,414.2857,,,,,,,,,6085500300
,,,,358.283725,181.4663,322.16945,174.5702,196657.4,342.8895667,191666.7,342.2222,306.21045,219.38675,306.21045,219.38675,6085502001
,,,,417.5977,141.15545,417.5977,141.15545,,,,,,,,,6085502601
,,,,381.1944,114.7866,381.1944,114.7866,,,,,486.7412,152.4858,486.7412,152.4858,6085502603
,,,,295.7574,120.41345,295.7574,120.41345,245396.8,199.62635,245396.8,199.62635,166.5,81.7612,166.5,81.7612,6085502702
,,,,262.8445,78.9919,262.8445,78.9919,358681.3,231.5386,358681.3,231.5386,,,,,6085502901
,,,,216.5945,123.9512,216.5945,123.9512,,,,,,,,,6085502908
,,,,271.76685,66.65925,271.76685,66.65925,,,,,,,,,6085503002
,,,,203.9706,79.3336,203.9706,79.3336,,,,,,,,,6085503003
,,,,302.3156,89.6652,302.3156,89.6652,254386,211.56605,254386,211.56605,,,,,6085503122
,,,,727.1926,75.7576,727.1926,75.7576,240625,136.9113,240625,136.9113,,,,,6085503123
,,,,180.446,55.1711,180.446,55.1711,,,,,,,,,6085503211
,,,,348.6143,154.4879,348.6143,154.4879,,,,,,,,,6085503217
,,,,826.5166,15.3231,826.5166,15.3231,222353.2667,123.566,207547.2,115.382,,,,,6085503304
,,,,678.7835,278.313,678.7835,278.313,,,,,,,,,6085503325
,,,,256.255,130.1603,256.255,130.1603,,,,,,,,,6085503336
,,,,728.2168,214.26455,728.2168,214.26455,,,,,,,,,6085503506
,,,,164.9969667,51.05148333,151.2766,50.10585,,,,,,,,,6085504318
,,,,184.1634857,75.11414286,152.5,60.9524,,,,,,,,,6085504322
,,,,191.0147,60.6516,191.0147,60.6516,,,,,,,,,6085504411
,,,,171.735,81.4501,171.735,81.4501,,,,,199.7245,58.6564,199.7245,58.6564,6085504414
,,,,228.604125,50.7031375,171.5903,49.87285,200774.5,238.52965,204311.2,139.99305,153.73815,55.508375,158.42645,52.6858,6085504504
,,,,210,65.0248,210,65.0248,340909.1,200.6582,340909.1,200.6582,322.9146,99.9879,322.9146,99.9879,6085504506
,,,,171.0383,53.6502,171.0383,53.6502,,,,,,,,,6085504802
,,,,322.241925,114.900975,353.717,126.71755,752021.5,666.7582,752021.5,666.7582,658.223,281.3737,658.223,281.3737,6085504803
,,,,276.5281529,123.4132809,250.7107,106.7696,446925.7375,519.971475,457565.7,606.7006,242.9055,105.8059647,229.1667,122.5666,6085505006
,,,,289.4113571,99.27934286,258.0274,90.8708,467787.4143,908.6213143,467991.6,871.95,350.57435,155.92575,350.57435,155.92575,6085505008
,,,,279.1971,154.0525,279.1971,154.0525,,,,,,,,,6085505800
,,,,320.1913,85.8988,320.1913,85.8988,,,,,,,,,6085506103
,,,,541.1765,153.3333,541.1765,153.3333,,,,,,,,,6085506204
,,,,305.10975,123.545175,282.64115,111.0743,300000,215.7963,300000,215.7963,320.01314,141.36474,333.3556,114.7852,6085506502
,,,,324.7052333,110.4270667,275.2554,76.8051,,,,,97.3913,37.9049,97.3913,37.9049,6085506703
,,,,545.641,186.52055,545.641,186.52055,,,,,,,,,6085506802
,,,,351.8777,154.2193,351.8777,154.2193,146000,50.0257,146000,50.0257,,,,,6085507402
,,,,628.4098,142.7916,628.4098,142.7916,,,,,,,,,6085507500
,,,,395.254625,152.956925,412.2833,175.4182,,,,,,,,,6085507701
,,,,591.8911,259.7368,591.8911,259.7368,185185.2,129.1524,185185.2,129.1524,,,,,6085507805
,,,,697.9032,510.40865,697.9032,510.40865,101744.2,150.1849,101744.2,150.1849,392.27948,208.43272,386.2868,184.6625,6085507806
,,,,598.73455,308.3988,598.73455,308.3988,403972.9,0.0038,403972.9,0.0038,445.3831,383.924525,446.24865,148.89085,6085508001
,,,,617.9215,253.5036833,644.4864,251.91655,384502.9,232.2173,384502.9,232.2173,445.1658333,513.8079667,374.8533,158.6109,6085508102
,,,,336.3213,103.6301,336.3213,103.6301,,,,,,,,,6085508404
,,,,330.8821,120.67775,330.8821,120.67775,431818.2,234.5054,431818.2,234.5054,,,,,6085508703
,,,,502.6646129,207.4450323,478.6096,161.5587,,,,,457.3196,225.09482,334.8148,201.5723,6085509102
,,,,550.8163429,205.3838857,563.6364,222.3944,,,,,546.210375,199.2939,553.52005,196.7335,6085509109
,,,,925.48265,1115.40352,780.3891,794.22655,327130.7,393.9781,327130.7,393.9781,649.6442625,1204.075925,561.1569,1278.0735,6085509600
,,,,958.3333,303.4525,958.3333,303.4525,216666.7,141.9446,216666.7,141.9446,,,,,6085509802
,,,,552.09955,179.45845,552.09955,179.45845,,,,,408.32695,70.963,408.32695,70.963,6085509901
,,,,517.63765,217.02135,517.63765,217.02135,,,,,,,,,6085509902
,,,,796.1155,181.359125,872.9455,184.57785,,,,,457.4478,174.9093,457.4478,174.9093,6085510001
,,,,780.3943,225.6175,780.3943,225.6175,,,,,,,,,6085510002
,,,,860.04705,387.8589667,863.56755,460.0379,272727.3,165.92,272727.3,165.92,644.7013333,608.25285,570.36505,585.45035,6085510300
,,,,515.6758,230.9397,515.6758,230.9397,240740.7,37.1655,240740.7,37.1655,445.7073,87.6223,445.7073,87.6223,6085510500
,,,,984.73205,501.88765,984.73205,501.88765,500223.55,405.1281,500223.55,405.1281,,,,,6085510600
,,,,481.1401,220.7030917,437.171,187.0191,,,,,635.324,324.6422,635.324,324.6422,6085510801
,,,,1385.379,617.7467333,1372.24,409.4118,650000,520,650000,520,643.8822333,1570.489667,642.9911,557.6813,6085511301
,,,,416.8301,165.3697,416.8301,165.3697,,,,,142.6849,60.14525,142.6849,60.14525,6085511905
,,,,310.49622,114.76464,209.3768,84.2487,,,,,87.0834,30.6091,87.0834,30.6091,6085512001
,,,,306.4663,100.6428,306.4663,100.6428,,,,,,,,,6085512023
,,,,227.0552545,106.2573545,198.4801,87.3831,,,,,264.63265,95.1881,264.63265,95.1881,6085512032
,,,,151.4163,58.4702,151.4163,58.4702,377291.05,407.57545,377291.05,407.57545,,,,,6085512033
,,,,389.8917,130.2869,389.8917,130.2869,,,,,,,,,6085512047
,,,,141.86965,50.57545,141.86965,50.57545,,,,,,,,,6085512310
,,,,179.0643667,51.2401,161.1859,48.8072,46958.33,18.061,46958.33,18.061,150.2673667,40.4466,164,48.7689,6085512311
,,,,323.1644,120.2212,323.1644,120.2212,178571.4,151.8372,178571.4,151.8372,,,,,6085512314
,,,,404.16585,105.7764,404.16585,105.7764,146464.6,241.2134,146464.6,241.2134,527.1944,153.0456,527.1944,153.0456,6095250105
,,,,206.1177,60.1833,206.1177,60.1833,,,,,168.1254,49.0901,168.1254,49.0901,6095250701
,,,,141.1765,39.1681,141.1765,39.1681,,,,,,,,,6095252105
,,,,274.6431,47.0671,274.6431,47.0671,94310.26667,55.3208,88333.34,56.8314,,,,,6095252911
,,,,254,92.0291,254,92.0291,,,,,,,,,6095252912
,,,,291.1275667,63.76056667,218.1902,45.06,,,,,177.7949,36.7177,177.7949,36.7177,6097150609
,,,,183.3887,61.753675,156.1318,56.9325,,,,,326.8664667,146.3958,193.7984,88.2955,6097151308
,,,,295.1574,39.9098,295.1574,39.9098,,,,,,,,,6097152801
,,,,176.2086,45.9137,176.2086,45.9137,,,,,,,,,6097153806
,,,,,,,,396875,330.5627,396875,330.5627,,,,,6001400800
,,,,,,,,218235.3,742,218235.3,742,,,,,6001401000
,,,,,,,,268888.9,543.8202,268888.9,543.8202,,,,,6001405600
,,,,,,,,156015.5333,287.6216667,161538.5,301.3085,,,,,6001407000
,,,,,,,,114285.7,387.8788,114285.7,387.8788,,,,,6001407400
,,,,,,,,225000,153.8462,225000,153.8462,,,,,6001408400
,,,,,,,,116000,128.8889,116000,128.8889,,,,,6001408500
,,,,,,,,250000,512.8205,250000,512.8205,,,,,6001409800
,,,,,,,,533081.3,1653.513,533081.3,1653.513,,,,,6001410400
,,,,,,,,332222.2,149.499,332222.2,149.499,,,,,6001421500
,,,,,,,,226315.8,318.5185,226315.8,318.5185,,,,,6001421800
,,,,,,,,85365.85,560,85365.85,560,216.9177,182.9208,216.9177,182.9208,6001422300
,,,,,,,,403418.8,808.9673,333333.3,748.8479,,,,,6001423300
,,,,,,,,151447.9333,224.8678333,156250,230.2026,,,,,6001423400
,,,,,,,,177083.3,425,177083.3,425,249.747,382.3293,249.747,382.3293,6001423601
,,,,,,,,194285.7,234.4828,194285.7,234.4828,,,,,6001427200
,,,,,,,,171799.5,272.3221,171799.5,272.3221,,,,,6001432501
,,,,,,,,156862.8,122.4365,156862.8,122.4365,,,,,6001433102
,,,,,,,,212901.6,181.4311,212901.6,181.4311,,,,,6001433200
,,,,,,,,296341.5,173.7303,296341.5,173.7303,,,,,6001433400
,,,,,,,,304545.5,224.6675,304545.5,224.6675,,,,,6001433600
,,,,,,,,214285.6,235.8167,214285.6,235.8167,,,,,6001434000
,,,,,,,,210144.9,119.7387,210144.9,119.7387,,,,,6001435102
,,,,,,,,223913,179.9976,223913,179.9976,,,,,6001435700
,,,,,,,,241758.2,208.3471,241758.2,208.3471,,,,,6001436100
,,,,,,,,127281.65,112.1502,127281.65,112.1502,,,,,6001436500
,,,,,,,,183939.4,109.3814,183939.4,109.3814,,,,,6001437102
,,,,,,,,303000,173.4644,303000,173.4644,,,,,6001437900
,,,,,,,,152284.3,86.7548,152284.3,86.7548,,,,,6001441200
,,,,,,,,315447.8,138.6265,315447.8,138.6265,,,,,6001441301
,,,,,,,,216036.5,148.73875,216036.5,148.73875,,,,,6001441401
,,,,,,,,230375.65,150.1631,230375.65,150.1631,,,,,6001441602
,,,,,,,,279186.6,177.7397,279186.6,177.7397,,,,,6001441921
,,,,,,,,494623.7,835.5585,494623.7,835.5585,,,,,6001442200
,,,,,,,,167770.4,103.4828,167770.4,103.4828,,,,,6001442601
,,,,,,,,233072.8,75.698,233072.8,75.698,,,,,6001442900
,,,,,,,,330035.3,173.1351,330035.3,173.1351,,,,,6001450200
,,,,,,,,316291.3333,190.6886667,327500,191.6619,,,,,6001450741
,,,,,,,,490000,195.9608,490000,195.9608,,,,,6001451404
,,,,,,,,320000,125.1313,320000,125.1313,,,,,6001451703
,,,,,,,,288623.2,121.3913333,260869.6,103.3058,,,,,6001451704
,,,,,,,,191551.6,119.1445,191551.6,119.1445,,,,,6013302005
,,,,,,,,281564.3,92.9382,281564.3,92.9382,,,,,6013303203
,,,,,,,,169029.8,99.3262,169029.8,99.3262,,,,,6013306004
,,,,,,,,100657.9,18.8662,100657.9,18.8662,,,,,6013313206
,,,,,,,,115000,66.0009,115000,66.0009,,,,,6013332000
,,,,,,,,192307.7,78.3619,192307.7,78.3619,,,,,6013334004
,,,,,,,,286874.92,141.87774,289062.4,125.8608,191.1554667,61.91716667,132.8556,50.8443,6013340002
,,,,,,,,182812.5,57.1479,182812.5,57.1479,,,,,6013355111
,,,,,,,,235309.7,257.5687,235309.7,257.5687,,,,,6013355114
,,,,,,,,422687.1,484.58075,422687.1,484.58075,,,,,6013359105
,,,,,,,,148166.8,106.8477,148166.8,106.8477,,,,,6013369001
,,,,,,,,179687.6,252.5592,179687.6,252.5592,,,,,6013383000
,,,,,,,,381944.4,419.4759,381944.4,419.4759,,,,,6013389100
,,,,,,,,187500,189.5902,187500,189.5902,,,,,6041116000
,,,,,,,,223301,93.2874,223301,93.2874,,,,,6055200400
,,,,,,,,225000,79.4316,225000,79.4316,,,,,6055200705
,,,,,,,,314666.7,59.6676,314666.7,59.6676,,,,,6055200803
,,,,,,,,117092.99,53.1516,117092.99,53.1516,,,,,6055200804
,,,,,,,,138888.9,16.9943,138888.9,16.9943,,,,,6055201004
,,,,,,,,208333.3,95.2562,208333.3,95.2562,,,,,6055201007
,,,,,,,,145454.5,270.6946,145454.5,270.6946,,,,,6075021700
,,,,,,,,375000,857.1429,375000,857.1429,360,540,360,540,6075022802
,,,,,,,,204200,434.05435,204200,434.05435,,,,,6075026200
,,,,,,,,400000,440.7713,400000,440.7713,,,,,6075026302
,,,,,,,,375000,765.8521,375000,765.8521,,,,,6075030400
,,,,,,,,131000,229.8156,131000,229.8156,,,,,6075031000
,,,,,,,,287656,420.9774,287656,420.9774,,,,,6075060400
,,,,,,,,575000,368.0147,575000,368.0147,,,,,6075061400
,,,,,,,,417500,702.0453,417500,702.0453,,,,,6081600200
,,,,,,,,373653.8,240.5889,373653.8,240.5889,,,,,6081602900
,,,,,,,,285714.3,353.1697,285714.3,353.1697,,,,,6081603000
,,,,,,,,312244.9,351.2397,312244.9,351.2397,,,,,6081603802
,,,,,,,,300259.2,283.8752,300259.2,283.8752,,,,,6081605800
,,,,,,,,366666.7,307.2626,366666.7,307.2626,,,,,6081607300
,,,,,,,,245555.6,121.958,245555.6,121.958,,,,,6081607701
,,,,,,,,264924.13,170.2798667,330681.8,161.4153,,,,,6081608100
,,,,,,,,180748.6333,322.6632667,187500,337.1923,,,,,6081611900
,,,,,,,,324117.7,349.8413,324117.7,349.8413,,,,,6085501800
,,,,,,,,166451,86.5368,166451,86.5368,489.7959,105.9547,489.7959,105.9547,6085502906
,,,,,,,,332500,258.7045,332500,258.7045,,,,,6085502910
,,,,,,,,333333.3,229.2579,333333.3,229.2579,,,,,6085503204
,,,,,,,,178101.3,168.9035,178101.3,168.9035,,,,,6085503331
