,population_density,average_household_income,employ_rate,gini_index,poverty_family_below_poverty_level_rate,housing_unit_median_value,housing_unit_median_gross_rent,age_median,voting_2016_dem_percentage,voting_2016_gop_percentage,number_of_years_of_education,diversity,occupancy_vacant_rate,occupancy_owner_rate,mortgage_with_rate,dropout_16_19_inschool_rate,health_insurance_none_rate,education_less_than_high_school_rate,race_white_rate,race_black_africa_rate,race_indian_alaska_rate,race_asian_rate,race_islander_rate,race_other_rate,race_two_more_rate,average_household_size,household_type_family_rate,fips
10,10225.23,79592.4369748,0.9474689589299999,0.4206,0.058536585365900014,475900.0,1398.0,43.8,0.7931424750689999,0.148711258246,13.4262680551,0.638022681684,0.0507122507123,0.407407407407,0.798601398601,1.0,0.0796992481203,0.130332549547,0.555912914399,0.173923800099,0.00222662048491,0.10044532409700001,0.00964868876794,0.0742206828303,0.0836219693221,2.38,0.615246098439,6001432200
11,9786.872,120054.123223,0.9143383481730001,0.3871,0.034090909090900005,684600.0,1703.0,39.6,0.733480189578,0.20852979907400002,14.8941015714,0.578645331801,0.00705882352941,0.585882352941,0.758232931727,1.0,0.08491525423730001,0.106353905716,0.493389830508,0.046949152542399994,0.00677966101695,0.418474576271,0.007796610169489998,0.00508474576271,0.0215254237288,2.79,0.8341232227490001,6085505305
12,8694.214,97271.3804714,0.875,0.3998,0.0673835125448,540800.0,1696.0,39.1,0.733480189578,0.20852979907400002,14.112416493900001,0.641461149715,0.0272925764192,0.587336244541,0.78717472119,1.0,0.12551884443,0.085003455425,0.217001494272,0.029553378714900002,0.00929769217998,0.542088660136,0.028059106757400004,0.10576124854699999,0.0682384193923,3.37,0.782828282828,6085504507
13,4609.205,176092.087312,0.931534232884,0.4379,0.0327723649247,1240400.0,2904.0,43.8,0.733480189578,0.20852979907400002,16.0324171952,0.504874980669,0.05602060528009999,0.745009658725,0.746758859118,0.945454545455,0.0463942307692,0.023608174771,0.618098895823,0.00456072971675,0.0,0.335093614978,0.0033605376860300004,0.018242918867,0.0206433029285,2.82,0.7701227830830001,6085507402
14,5896.6730000000025,110993.815683,0.95262704565,0.3674,0.034833869239,639100.0,1618.0,39.1,0.763759178293,0.186891084839,13.0049244354,0.667947053556,0.06216830932519999,0.705837755876,0.788399570354,0.949458483755,0.0513253012048,0.211071489217,0.34398270478,0.006485707422529999,0.0,0.421450876772,0.012250780687,0.187364881095,0.028465049243299997,3.35,0.754244139046,6081602000
15,12272.09,64600.5988024,0.9025928521369999,0.5084,0.158854166667,341800.0,997.0,38.4,0.7931424750689999,0.148711258246,13.7454242928,0.656324651052,0.176663927691,0.320460147905,0.720512820513,1.0,0.240849525531,0.12257348863,0.39539087211900004,0.417080885676,0.0031631269769499997,0.0948938093086,0.0,0.0311793944871,0.0582919114324,2.21,0.383233532934,6001401500
16,4540.958,213455.843469,0.963770938839,0.4144,0.0152492668622,1520700.0,3501.0,47.1,0.733480189578,0.20852979907400002,16.6455508997,0.510857442885,0.040588533739199996,0.8828006088279999,0.669540229885,1.0,0.027360988526,0.0330293320187,0.375639894086,0.00670785525154,0.0,0.589232127096,0.0,0.00017652250662000002,0.0282436010591,2.99,0.901639344262,6085507401
17,9551.507,124359.10273099999,0.948382126348,0.4262,0.01728844404,630200.0,2198.0,42.2,0.763759178293,0.186891084839,14.7108621226,0.668481508571,0.029652996845400008,0.6870662460570001,0.795224977043,1.0,0.040372670807500004,0.0613134142546,0.339174800355,0.0561224489796,0.0,0.4494232475600001,0.007320319432119998,0.0607808340728,0.08717834960069999,2.93,0.714564369311,6081602800
18,3693.947,139768.243243,0.935990338164,0.4831,0.0404624277457,938500.0,1523.0,40.3,0.689128114392,0.254389718539,15.9352496218,0.29234633745,0.0399201596806,0.569860279441,0.699649737303,1.0,0.041798107255500004,0.012102874432700002,0.8360046911650001,0.0330336200156,0.0011727912431600002,0.0774042220485,0.0,0.0140734949179,0.0383111806099,2.63,0.629417879418,6013349000
19,3408.9709999999995,102552.383688,0.9535104364329999,0.4851,0.0472370766488,632100.0,1467.0,45.4,0.707222967207,0.228093380471,14.710945112100001,0.24273300970800002,0.0428807036833,0.590984057174,0.6716279069769999,1.0,0.11743939750499999,0.06203312763880001,0.8653800894329999,0.0110614262179,0.00400094139798,0.00800188279595,0.0,0.0870793127795,0.0244763473759,2.44,0.6444572085010001,6097153903
20,3173.465,77710.77560689999,0.910166520596,0.4785,0.050566695728,500000.0,1219.0,35.0,0.707222967207,0.228093380471,13.2580760948,0.437853195755,0.0765445598688,0.361946418808,0.655589123867,1.0,0.22051524462299998,0.179468772434,0.7002331002330001,0.0048951048951,0.0002331002331,0.012354312354299998,0.0025641025641,0.267365967366,0.012354312354299998,2.5,0.679100059207,6097153902
21,32316.35,102630.93333300001,0.964529331514,0.41100000000000003,0.031914893617,619100.0,1869.0,47.8,0.8553169356270001,0.09442505372369996,16.0182716049,0.531482837891,0.18566775244300002,0.19272529858800005,0.622535211268,,0.035030359644999995,0.07111111111110001,0.6,0.0,0.0,0.32505747126400003,0.0,0.032643678160900004,0.042298850574699995,1.42,0.188,6075015100
